City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1,Sao Joao Da Barra,BR,70.14,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
4,Melilla,ES,75.58,broken clouds,35.2937,-2.9383,Hotel Anfora
6,Laguna,US,81.34,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
13,Avarua,CK,73.45,scattered clouds,-21.2078,-159.775,Paradise Inn
14,Trinidad,BO,79.63,overcast clouds,-14.8333,-64.9,Hotel Piesta
18,Gurupi,BR,74.17,clear sky,-11.7292,-49.0686,Via Norte Hotel
20,Bang Saphan,TH,81.52,light rain,11.2126,99.5117,Ladawan Boutique Hotel
23,Atuona,PF,77.49,few clouds,-9.8,-139.0333,Villa Enata
27,Sabha,LY,74.84,clear sky,27.0377,14.4283,محطة ام الارانب -سبها مواصلات
29,Vila Franca Do Campo,PT,70.2,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
31,Verkhnevilyuysk,RU,75.45,overcast clouds,63.4453,120.3167,Gostinitsa Mila
32,Meulaboh,ID,85.39,scattered clouds,4.1363,96.1285,Kost Pria
44,Aswan,EG,85.37,scattered clouds,24.0934,32.907,Nuba Nile
47,Hithadhoo,MV,83.41,light rain,-0.6,73.0833,Scoop Guest House
48,Lorengau,PG,84.2,scattered clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
50,San Miguelito,PA,78.55,broken clouds,9.0333,-79.5,Sheraton Grand Panama
58,Vaini,TO,77.14,clear sky,-21.2,-175.2,Keleti Beach Resort
62,Mahebourg,MU,74.25,broken clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
65,Bethel,US,70.48,scattered clouds,41.3712,-73.414,Courtyard by Marriott Danbury
66,Tura,IN,89.91,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
67,Somerset,US,74.23,scattered clouds,40.5668,-74.5496,Hilton Garden Inn Bridgewater
75,Neryungri,RU,79.23,overcast clouds,56.6709,124.6491,Pyat' Zvozd
76,Alofi,NU,78.08,scattered clouds,-19.0595,-169.9187,Taloa Heights
77,Buenaventura,CO,75.15,moderate rain,3.8801,-77.0312,Hotel Victoria
78,Dingle,PH,86.54,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
80,Bengkulu,ID,82.02,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
82,Yangjiang,CN,88.47,overcast clouds,21.85,111.9667,HUALUXE Yangjiang City Center
83,Mecca,SA,89.65,broken clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
84,Kapaa,US,77.11,overcast clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
85,The Valley,AI,82.81,clear sky,18.217,-63.0578,CeBlue Villas & Beach Resort
89,Sabang,ID,82.85,overcast clouds,5.8933,95.3214,Hotel Citra
90,Ixtapa,MX,79.23,overcast clouds,20.7,-105.2,hotel la terminal
91,Arraial Do Cabo,BR,70.7,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
94,Sinnamary,GF,75.69,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
95,Cockburn Town,TC,81.28,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
98,Nkan,GA,71.87,broken clouds,0.3833,9.7833,Hôtel Santa Barbara
102,Saint-Philippe,RE,71.19,light rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
104,Palembang,ID,84.29,light rain,-2.9167,104.7458,ASTON Palembang Hotel & Conference Center
107,Butaritari,KI,80.38,moderate rain,3.0707,172.7902,Isles Sunset Lodge
110,Coahuayana,MX,77.83,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
112,Kieta,PG,82.24,light rain,-6.2167,155.6333,Uruna Bay Retreat
115,Baturaja,ID,86.22,overcast clouds,-4.1333,104.1667,"HOTEL Sekar Sunja, Baturaja Timur, Ogan Komering Ulu"
117,San Felipe,VE,72.1,overcast clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
121,Karatau,KZ,88.16,clear sky,43.1667,70.4667,Baza Zika
124,Shache,CN,85.35,broken clouds,38.4167,77.2406,Delong Hotel
125,Sungaipenuh,ID,80.17,broken clouds,-2.0833,101.3833,Penginapan Citra Alam
127,Kapoeta,SS,75.33,overcast clouds,4.7717,33.5903,Eastgate Hotel
131,Bacolod,PH,84.69,light rain,10.6667,122.95,Planta Hotel & Residences
132,Bambous Virieux,MU,74.21,broken clouds,-20.3428,57.7575,Casa Tia Villa
133,Palimbang,PH,82.81,broken clouds,6.2106,124.1894,Felmar Beach resort
134,Biak,ID,76.59,overcast clouds,-0.9131,122.8766,Penginapan Kim
136,Faanui,PF,77.25,light rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
140,Kawalu,ID,78.82,overcast clouds,-7.3817,108.2082,West Jontor
143,Wahpeton,US,73.42,clear sky,46.2652,-96.6059,Select Inn Breckenridge
144,Georgetown,MY,87.73,few clouds,5.4112,100.3354,Cititel Penang
146,Puerto Escondido,MX,79.88,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
147,Harper,LR,74.01,light rain,4.375,-7.7169,Screensaver
148,Ust-Nera,RU,80.73,broken clouds,64.5667,143.2,Hotel Ust-Nera
150,Cravo Norte,CO,75.7,broken clouds,6.3017,-70.2041,Hotel Potosí Los Mirtos
151,Umm Lajj,SA,84.47,clear sky,25.0213,37.2685,Moon light Furnished Units
153,Pachino,IT,77.43,clear sky,36.7186,15.0907,Il Veliero
155,Hilo,US,81.28,overcast clouds,19.7297,-155.09,Hilo Hawaiian Hotel
156,Houma,US,77.0,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
159,Portland,US,73.89,clear sky,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
161,Anton,PA,80.85,few clouds,8.4,-80.2667,Las Catalinas
163,Padang,ID,87.85,broken clouds,-0.9492,100.3543,Mercure Padang
164,Santarem,BR,73.53,clear sky,-2.4431,-54.7083,Hotel Imperador
165,Ginda,IN,80.62,few clouds,30.6945,78.4932,Sunil Bisht
171,Manoel Urbano,BR,74.59,broken clouds,-8.8389,-69.2597,Baixada Beira Rio
173,Brewster,US,70.36,clear sky,41.3973,-73.6171,Heidi's Inn
174,Isangel,VU,71.85,broken clouds,-19.55,169.2667,Tanna Lodge
175,Cherskiy,RU,70.03,overcast clouds,68.75,161.3,Gostinitsa
176,Yeppoon,AU,71.38,few clouds,-23.1333,150.7333,Villa Mar Colina
177,Boguchany,RU,71.74,overcast clouds,58.3814,97.4531,Uyut
178,Awbari,LY,75.45,clear sky,26.5921,12.7805,فندق أوباري
179,Lovington,US,82.17,clear sky,32.944,-103.3485,Comfort Inn & Suites Lovington
180,Kirakira,SB,83.08,broken clouds,-10.4544,161.9205,SanBiz Lodge
181,Flagstaff,US,70.32,clear sky,35.1981,-111.6513,Drury Inn & Suites Flagstaff
183,Atlantic City,US,74.12,broken clouds,39.3643,-74.4229,Courtyard by Marriott Atlantic City Beach Block
187,Hovd,MN,70.65,clear sky,48.0056,91.6419,Hotel Khovd
197,Nishihara,JP,87.46,broken clouds,26.1842,127.7558,Minshuku Agaihama
198,Solnechnyy,RU,81.1,scattered clouds,50.7214,136.6319,Hotel complex Pastoral
201,Phan Thiet,VN,88.43,broken clouds,10.9333,108.1,Hotel Saigon-PT
203,Kavaratti,IN,81.57,broken clouds,10.5669,72.642,Green leaf
207,Carnarvon,AU,74.7,few clouds,-24.8667,113.6333,Hospitality Carnarvon
210,Jalu,LY,75.99,clear sky,29.0331,21.5482,صاحبة الفخامة
215,Baoqing,CN,75.43,overcast clouds,46.3317,132.2111,Baoqing Hotel
216,Quatre Cocos,MU,74.08,broken clouds,-20.2078,57.7625,Sunrise Attitude Hotel
218,Santa Cruz,BO,72.86,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
219,Bonthe,SL,75.87,light rain,7.5264,-12.505,Bonthe Holiday Village
221,Biltine,TD,73.53,light rain,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
227,Port Blair,IN,78.84,drizzle,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
228,Bhainsdehi,IN,78.17,overcast clouds,21.6467,77.6325,Prince Rathore HOME
229,Gizo,SB,82.04,light rain,-8.103,156.8419,Imagination Island
231,Bilma,NE,82.17,scattered clouds,18.6853,12.9164,Expeditions Ténére voyages
235,Manta,EC,71.38,overcast clouds,-0.95,-80.7333,Balandra Hotel
237,Lakatoro,VU,77.77,broken clouds,-16.0999,167.4164,Lakatoro Palm Lodge
238,Iturama,BR,72.09,broken clouds,-19.7281,-50.1956,República DominaCana
239,Porto Murtinho,BR,85.26,overcast clouds,-21.6989,-57.8825,Hotel Pantanal
240,Buala,SB,84.04,broken clouds,-8.145,159.5921,Maringe Lagoon Lodge
241,Inirida,CO,72.25,light rain,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
242,Bose,IT,72.84,scattered clouds,45.4612,8.0137,Locanda Borgo Antico
244,Cap Malheureux,MU,74.46,broken clouds,-19.9842,57.6142,Pereybere Hotel & Spa
246,Olinda,BR,74.59,few clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
249,Puerto Maldonado,PE,75.33,broken clouds,-12.6,-69.1833,Wasai Hotel
250,Dongsheng,CN,81.28,broken clouds,39.8161,109.9776,Crowne Plaza Ordos
253,Scalea,IT,76.51,clear sky,39.813,15.7956,Grand Hotel de Rose
256,Pangai,TO,78.4,overcast clouds,-19.8,-174.35,Ha'apai Beach Resort
257,Mahibadhoo,MV,82.11,scattered clouds,3.7833,72.9667,Omadhoo Inn
263,Xinzhou,CN,76.57,overcast clouds,38.4092,112.7333,Shell Hotel - Xinzhou
265,Gornyak,RU,81.23,scattered clouds,50.9942,81.4661,"Комфорт ""Danilo"""
268,Kontagora,NG,71.06,light rain,10.3999,5.4695,Queens Guest Inn
269,Lasalgaon,IN,74.1,overcast clouds,20.15,74.2333,Dhanraj Hotel
270,Sao Bras De Alportel,PT,75.88,clear sky,37.1531,-7.8875,Casa Kalu
274,Baruun-Urt,MN,70.3,overcast clouds,46.6806,113.2792,Ахмадын амралт сувилал
275,Urumqi,CN,81.55,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
282,Sur,OM,86.76,overcast clouds,22.5667,59.5289,Sur Plaza Hotel
283,Namatanai,PG,83.53,light rain,-3.6667,152.4333,Seagulls Inn Namatani
284,Wewak,PG,79.29,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
288,Korla,CN,77.99,overcast clouds,41.7597,86.1469,Gulisitan Hotel
291,Balsas,BR,71.13,clear sky,-7.5325,-46.0356,Novo Hotel
294,Westport,US,72.79,overcast clouds,41.1415,-73.3579,The Westport Inn
298,Alabaster,US,76.41,clear sky,33.2443,-86.8164,"Candlewood Suites Alabaster, an IHG Hotel"
301,Grants,US,70.03,broken clouds,35.1473,-107.8514,"Motel 6 Grants, NM"
307,Bubaque,GW,80.06,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
308,Challakere,IN,78.93,overcast clouds,14.3167,76.65,SR Residency
310,Filadelfia,US,75.09,broken clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
311,Golden,US,75.69,clear sky,39.7555,-105.2211,"The Golden Hotel, Ascend Hotel Collection"
313,Augusto Correa,BR,71.55,few clouds,-1.0217,-46.635,Fazenda Bacuri
314,Nazilli,TR,74.5,clear sky,37.9163,28.3223,Gül Palast
316,Cabo San Lucas,MX,81.7,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
317,Tautira,PF,75.2,light rain,-17.7333,-149.15,Pension Oaoa
321,Oistins,BB,80.69,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
324,Raichur,IN,83.19,overcast clouds,16.2,77.3667,Hotel CM Residency
335,Dudinka,RU,70.63,clear sky,69.4058,86.1778,Hotel Viktoria
336,Saint Anthony,US,75.63,clear sky,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
337,Carnduff,CA,73.38,broken clouds,49.1667,-101.8009,Western Star All Suites Hotel Carnduff
338,Hiriyur,IN,79.83,overcast clouds,13.9456,76.6192,S S ROOMS AND HOTEL
340,Grand Gaube,MU,74.37,broken clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
345,San Patricio,US,84.06,few clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
346,Ballina,AU,70.02,few clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
348,Carmen,MX,82.09,few clouds,18.6333,-91.8333,Hotel Lossandes
349,Kropotkin,RU,79.16,broken clouds,45.4375,40.5756,Hotel Europe Kropotkin
351,Pucallpa,PE,78.84,few clouds,-8.3791,-74.5539,Hotel Sol de Oriente - Pucallpa
353,Geraldton,AU,70.21,clear sky,-28.7667,114.6,Broadwater Mariner Resort
354,Buchanan,LR,74.52,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
355,Stephenville,US,82.81,scattered clouds,32.2207,-98.2023,La Quinta Inn & Suites by Wyndham Stephenville
366,Monforte De Lemos,ES,77.58,overcast clouds,42.5216,-7.5142,Hotel Cardenal
370,Karratha,AU,76.19,clear sky,-20.7377,116.8463,ibis Styles Karratha
373,Ceamurlia De Jos,RO,74.01,clear sky,44.7333,28.7167,Hotel Mondial
374,Batticaloa,LK,86.99,overcast clouds,7.7102,81.6924,Grand Star Guest House
375,Hirara,JP,86.07,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
378,Sola,VU,79.93,few clouds,-13.8833,167.55,Leumerus Bungalows
380,Boralday,KZ,89.46,clear sky,43.3578,76.8594,"Zhetysu, Too Zhetysu"
381,Erenhot,CN,84.15,clear sky,43.6475,111.9767,Erenhot Rurouni Youth Hostel
383,Salalah,OM,77.67,light rain,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
388,Bud,US,73.42,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
389,Boca Do Acre,BR,74.28,overcast clouds,-8.7522,-67.3978,Hotel Sao Pedro
391,Ambon,ID,77.14,broken clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
395,Sao Miguel,BR,72.37,clear sky,-5.4667,-35.3667,CEJ - Centro Escoteiro da Juventude
401,Cayenne,GF,75.09,mist,4.9333,-52.3333,Hôtel Le Dronmi
402,Liancheng,CN,87.15,scattered clouds,24.0519,105.075,Kexiang Hotel
403,Hilton Head Island,US,79.99,few clouds,32.2163,-80.7526,Disney’s Hilton Head Island Resort
404,Albina,SR,72.39,scattered clouds,5.5,-54.05,Hudace
405,Mount Isa,AU,73.17,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
407,Luganville,VU,77.18,broken clouds,-15.5333,167.1667,The Espiritu Hotel
408,Ambilobe,MG,73.87,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
410,Rapid City,US,71.73,overcast clouds,44.0805,-103.231,"Hotel Alex Johnson Rapid City, Curio Collection by Hilton"
411,Port Hedland,AU,80.65,clear sky,-20.3167,118.5667,The Esplanade Hotel
414,Ajdabiya,LY,73.02,clear sky,30.7554,20.2263,Almadina Hotel
417,Kulhudhuffushi,MV,82.53,moderate rain,6.6221,73.07,Haajy Guest House 1
421,Chalmette,US,82.99,clear sky,29.9427,-89.9634,Marina Inn & Suites Chalmette-New Orleans
422,Owando,CG,74.01,broken clouds,-0.4819,15.8999,Exaunel Hotel Owando
424,Liku,ID,86.49,overcast clouds,-0.7275,119.8922,Kost annisa
428,Zaraza,VE,72.1,overcast clouds,9.3503,-65.3245,Hotel Zaraza
429,Hailar,CN,79.86,overcast clouds,49.2,119.7,Holiday Inn & Suites Hulunbuir
431,Meadow Lake,US,84.7,scattered clouds,34.8014,-106.5436,TumbleWeed RV Park
432,Murakami,JP,80.38,overcast clouds,38.2333,139.4833,Senami Grand Hotel Haginoya
433,Hambantota,LK,86.09,overcast clouds,6.1241,81.1185,Bungalow 63
435,Tabou,CI,74.08,light rain,4.423,-7.3528,hotêl doufoulougou
437,Makakilo City,US,80.92,few clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
444,Aksu,CN,82.47,clear sky,41.1231,80.2644,Pudong Holiday Hotel
445,Tagusao,PH,84.85,broken clouds,9.1924,117.8141,Caycay future beach resort
447,Alta Floresta,BR,74.3,broken clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
448,Dakar,SN,79.68,broken clouds,14.6937,-17.4441,Novotel Dakar
449,Qui Nhon,VN,85.12,few clouds,13.7667,109.2333,Khách sạn Hải Âu Quy Nhơn - Seagull Hotel
450,Domoni,KM,75.92,light rain,-12.2569,44.5319,Al Djadid
452,Vung Tau,VN,83.77,scattered clouds,10.346,107.0843,Seaside Resort
453,Saint-Georges,GD,78.96,overcast clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
454,Bloomfield,US,74.84,few clouds,40.8068,-74.1854,Troy Carroll
457,Cartagena,CO,80.22,few clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
459,Gigmoto,PH,85.55,overcast clouds,13.7796,124.39,Cj's Travellers Inn
462,Farmington,US,79.48,clear sky,36.7281,-108.2187,Courtyard by Marriott Farmington
463,West Wendover,US,79.81,clear sky,40.7391,-114.0733,"Motel 6 Wendover, UT"
466,Kupang,ID,83.53,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
467,Bhola,BD,87.87,scattered clouds,22.6833,90.65,The Dhonia River Resort
468,Mapanas,PH,84.04,broken clouds,12.475,125.2562,The Yellow House
470,Sidi Ali,DZ,71.56,clear sky,36.0998,0.4206,Complexe touristique haje bezine
472,Barcelona,ES,84.72,clear sky,41.3888,2.159,Axel Hotel Barcelona
474,Labuhan,ID,85.95,broken clouds,-6.8844,112.2051,DoubleFAG
475,Pitimbu,BR,72.19,clear sky,-7.4706,-34.8086,Reserva do Abiaí
476,Candido Mendes,BR,72.07,scattered clouds,-1.4467,-45.7167,Quebrada Do Mlk PJL
481,Pemangkat,ID,85.98,scattered clouds,1.1667,108.9667,Ramah Kost KITA
482,Naldurg,IN,79.27,overcast clouds,17.8167,76.3,Chacha biryani hotel
484,Odweyne,SO,71.71,overcast clouds,9.4092,45.064,Eng Hiirey House
487,Alice Springs,AU,71.15,clear sky,-23.7,133.8833,Desert Palms Alice Springs
490,Tucupita,VE,73.71,overcast clouds,9.0622,-62.051,Hotel Tucupita Su​ite C.A.
497,Saint-Pierre,RE,71.28,overcast clouds,-21.3393,55.4781,Alize Plage
499,Balykshi,KZ,84.2,clear sky,47.0667,51.8667,Гостиница Golden Rose
501,Truckee,US,79.12,clear sky,39.328,-120.1833,Truckee Donner Lodge
502,Sindou,BF,73.8,moderate rain,10.6667,-5.1667,LERABA HOTEL
503,Bouna,CI,70.18,broken clouds,9.2667,-3.0,Hôtel lababa
504,Sao Filipe,CV,73.89,broken clouds,14.8961,-24.4956,Hotel Xaguate
508,Belmonte,BR,71.2,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
514,Kutum,SD,73.08,overcast clouds,14.2,24.6667,Dibbo areaمنطقة دبو
516,Kedougou,SN,74.07,clear sky,12.5579,-12.1743,Relais de Kédougou
520,Osoyoos,CA,72.93,clear sky,49.0331,-119.4524,Watermark Beach Resort
526,Daru,PG,77.77,broken clouds,-9.0763,143.2092,Daru Lodge
532,Awjilah,LY,75.29,clear sky,29.1081,21.2869,المنزل
536,Sakakah,SA,87.75,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
539,Ravenna,IT,78.89,clear sky,44.4167,11.9833,Hotel Tatì
540,Naliya,IN,86.94,overcast clouds,23.2667,68.8333,jadeja jayendrasinh
541,Bathsheba,BB,81.21,scattered clouds,13.2167,-59.5167,Atlantis Hotel
542,Rapar,IN,85.6,overcast clouds,23.5667,70.6333,Dharamshi Bapa’s Home
545,Ilovlya,RU,78.91,few clouds,49.3033,43.9796,"Tri Sosny, Baza Otdykha"
548,Hattiesburg,US,76.44,clear sky,31.3271,-89.2903,Quality Inn & Suites
551,Rabak,SD,77.16,overcast clouds,13.1809,32.74,فندق ربك Rabak Hotel
554,Manaure,CO,80.38,clear sky,11.7751,-72.4445,Hotel Palaaima
557,Kahului,US,78.82,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
560,Katsuura,JP,73.69,moderate rain,35.1333,140.3,Katsuura Hotel Mikazuki
563,Shubarkuduk,KZ,78.71,clear sky,49.1447,56.4872,Sirius
565,Kudahuvadhoo,MV,82.81,few clouds,2.6708,72.8944,Niyama Private Islands Maldives
566,Kushima,JP,83.59,overcast clouds,31.4583,131.2333,Hanaoka
569,Garowe,SO,77.81,broken clouds,8.4054,48.4845,Curubo Hotel
570,Amga,RU,87.53,scattered clouds,60.8953,131.9608,Algys
572,Naze,JP,81.39,overcast clouds,28.3667,129.4833,Shishime Hotel
576,Balabac,PH,85.93,broken clouds,7.9868,117.0645,Batalla’s Lodging House
577,Manacapuru,BR,76.01,scattered clouds,-3.2997,-60.6206,Novo Hotel
578,Gairo,IT,70.83,clear sky,39.8497,9.5047,La Nuova Luna
581,Estelle,US,82.4,clear sky,29.8458,-90.1067,Ohio
582,Sao Gabriel Da Cachoeira,BR,72.39,light rain,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
584,Tyulgan,RU,70.3,clear sky,52.3405,56.166,Komfort
586,Mareeba,AU,74.44,clear sky,-17.0,145.4333,Trinity Plains Tourist Park
588,Carroll,US,72.54,broken clouds,39.5501,-77.0164,Best Western Westminster Hotel
590,Hasaki,JP,79.2,light rain,35.7333,140.8333,Inubosaki Kanko Hotel
595,Souillac,MU,71.56,broken clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
600,Malakal,SS,72.36,overcast clouds,9.5334,31.6605,Nile Palace Hotel
602,Kuliyapitiya,LK,85.71,overcast clouds,7.4688,80.0401,Rest House
603,Kloulklubed,PW,79.3,light rain,7.0419,134.2556,Storyboard Beach Resort
604,Kavieng,PG,83.64,broken clouds,-2.5744,150.7967,Nusa Island Retreat
606,Freeport,US,75.16,few clouds,40.6576,-73.5832,The Freeport Inn and Marina
608,Maragogi,BR,73.06,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
610,Ormara,PK,87.17,overcast clouds,25.2088,64.6357,Kenara Colony House for Rent
611,Ereymentau,KZ,83.62,clear sky,51.6199,73.1033,"Gostinitsa ""Dostyk"""
612,Hamilton,US,73.99,light rain,39.1834,-84.5333,Six Acres Bed & Breakfast
614,Atar,MR,84.92,clear sky,20.5169,-13.0499,Oumou Elghoura
615,Fallon,US,84.07,broken clouds,39.4735,-118.7774,Best Western Fallon Inn & Suites
621,Kendari,ID,84.27,overcast clouds,-3.945,122.4989,Hotel Wixel
622,San Juan De Abajo,MX,80.67,scattered clouds,20.8167,-105.1833,Lorenzo Anaya
624,Guanica,PR,81.05,clear sky,17.9716,-66.908,Copamarina Beach Resort & Spa
626,Devils Lake,US,75.94,clear sky,48.1128,-98.8651,"Holiday Inn Express Devils Lake, an IHG Hotel"
627,Bati,ET,74.43,overcast clouds,11.1833,40.0167,Meqdela Hotel
629,Shimoda,JP,77.36,heavy intensity rain,34.6667,138.95,Shimoda Tokyu Hotel
632,Zhoucheng,CN,72.37,overcast clouds,35.9122,116.3117,Yingbin Restaurant
635,Ascension,US,79.05,clear sky,30.2169,-90.9001,Highland Inn
636,Puerto Carreno,CO,75.7,light rain,6.189,-67.4859,Casa Hotel Victoria
640,Guane,CU,75.09,broken clouds,22.2025,-84.0875,base de Campismo LosPortales de Guane
642,Amahai,ID,79.25,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
644,Salinopolis,BR,76.19,few clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
646,Tommot,RU,85.37,broken clouds,58.9564,126.2925,Gostinitsa Tommot
648,San Miguel,SV,82.06,clear sky,13.4833,-88.1833,Excalibur
649,Moussoro,TD,78.21,moderate rain,13.6408,16.4901,Hôtel Salama
650,Acapulco,MX,82.22,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
656,San Joaquin,US,82.65,clear sky,37.9333,-121.3011,University Plaza Waterfront Hotel
665,Mayo,US,76.26,clear sky,38.8876,-76.5119,Resorts Resource Group International
668,Kindu,CD,71.51,broken clouds,-2.95,25.95,Résidence Okanda
672,San Policarpo,PH,85.24,broken clouds,12.1791,125.5072,Agapita M. Nicart
674,Nicoya,CR,73.53,few clouds,10.1483,-85.452,Las Cabinas Del Sueño
675,Chippewa Falls,US,70.57,clear sky,44.9369,-91.3929,AmericInn by Wyndham Chippewa Falls
676,Chanthaburi,TH,79.05,broken clouds,12.8333,102.1667,Home Valley Station Garden River.
678,Male,MV,82.42,scattered clouds,4.1748,73.5089,Hotel Octave Maldives
679,Villarrobledo,ES,76.78,light rain,39.2699,-2.6012,Hotel Castillo
683,Saint-Leu,RE,72.46,few clouds,-21.15,55.2833,La Caz Oceane
684,Luwuk,ID,78.35,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
685,Hobyo,SO,79.48,overcast clouds,5.3505,48.5268,Iftin hotel hobyo
688,Dodge City,US,88.25,clear sky,37.7528,-100.0171,Windsor Inn & Suites
689,Wajid,SO,73.26,broken clouds,3.8093,43.2471,xamdihotelresturant114
692,Benghazi,LY,77.02,clear sky,32.1167,20.0667,Tibesti Hotel
699,Carauari,BR,75.87,overcast clouds,-4.8828,-66.8958,Hotel Fellip
704,Bolitoc,PH,84.38,overcast clouds,15.7395,119.8769,Seasun Beach Resort & Hotel
