City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Nemuro,JP,43.3236,145.575,62.2,82,97,12.33,overcast clouds
470,Sidi Ali,DZ,36.0998,0.4206,71.56,75,0,2.37,clear sky
471,Mamakan,RU,57.8161,114.0028,73.2,66,96,4.97,overcast clouds
472,Barcelona,ES,41.3888,2.159,84.72,48,0,11.5,clear sky
473,Inverell,AU,-29.7833,151.1167,62.11,43,64,5.99,broken clouds
474,Labuhan,ID,-6.8844,112.2051,85.95,64,52,5.1,broken clouds
475,Pitimbu,BR,-7.4706,-34.8086,72.19,86,9,13.85,clear sky
476,Candido Mendes,BR,-1.4467,-45.7167,72.07,97,26,2.21,scattered clouds
477,Ndele,CF,8.4109,20.6473,70.05,96,100,1.99,overcast clouds
478,Calbuco,CL,-41.768,-73.1273,31.21,80,1,7.56,clear sky
479,Rawson,AR,-43.3002,-65.1023,37.18,90,80,12.12,broken clouds
480,Ulagan,RU,50.6321,87.9563,63.14,63,92,0.63,overcast clouds
481,Pemangkat,ID,1.1667,108.9667,85.98,67,33,9.66,scattered clouds
482,Naldurg,IN,17.8167,76.3,79.27,74,99,17.92,overcast clouds
483,Shubarshi,KZ,48.5872,57.1869,80.74,34,0,8.68,clear sky
484,Odweyne,SO,9.4092,45.064,71.71,65,94,26.4,overcast clouds
485,Khairagarh,IN,26.95,77.8167,99.54,35,70,14.45,broken clouds
486,Severobaykalsk,RU,55.65,109.3167,50.32,96,100,3.06,overcast clouds
487,Alice Springs,AU,-23.7,133.8833,71.15,10,0,6.91,clear sky
488,Winsum,NL,53.33,6.5208,59.99,86,61,13.38,broken clouds
489,Bilibino,RU,68.0546,166.4372,67.55,43,74,17.38,broken clouds
490,Tucupita,VE,9.0622,-62.051,73.71,98,100,2.46,overcast clouds
491,Belchatow,PL,51.3688,19.3567,53.98,60,95,7.02,overcast clouds
492,Wakkanai,JP,45.4094,141.6739,64.38,85,100,19.64,light rain
493,Saldanha,ZA,-33.0117,17.9442,58.35,60,4,6.71,clear sky
494,Esmeraldas,BR,-19.7625,-44.3139,59.86,78,100,3.6,overcast clouds
495,Fort Morgan,US,40.2503,-103.8,69.22,94,0,11.5,clear sky
496,Lazarev,RU,52.225,141.5131,59.4,85,100,11.99,overcast clouds
497,Saint-Pierre,RE,-21.3393,55.4781,71.28,69,100,17.27,overcast clouds
498,Lerwick,GB,60.1545,-1.1494,48.2,78,37,2.66,scattered clouds
499,Balykshi,KZ,47.0667,51.8667,84.2,30,0,11.18,clear sky
500,Sioux Lookout,CA,50.1001,-91.917,62.69,63,0,1.25,clear sky
501,Truckee,US,39.328,-120.1833,79.12,46,0,3.44,clear sky
502,Sindou,BF,10.6667,-5.1667,73.8,91,99,4.74,moderate rain
503,Bouna,CI,9.2667,-3.0,70.18,96,82,5.61,broken clouds
504,Sao Filipe,CV,14.8961,-24.4956,73.89,85,75,5.55,broken clouds
505,Vasterhaninge,SE,59.1167,18.1,54.9,75,67,10.51,broken clouds
506,Vipperod,DK,55.6677,11.7397,55.89,82,62,16.8,broken clouds
507,Nouadhibou,MR,20.931,-17.0347,67.82,90,2,19.35,clear sky
508,Belmonte,BR,-15.8631,-38.8828,71.2,82,76,6.22,broken clouds
509,Bonavista,CA,48.6499,-53.1147,55.0,97,92,7.14,overcast clouds
510,Severo-Yeniseyskiy,RU,60.3725,93.0408,63.55,43,18,2.84,few clouds
511,High Level,CA,58.5169,-117.136,64.51,77,100,4.61,light rain
512,Thunder Bay,CA,48.4001,-89.3168,55.83,96,45,1.14,scattered clouds
513,Richards Bay,ZA,-28.783,32.0377,64.06,75,99,1.97,overcast clouds
514,Kutum,SD,14.2,24.6667,73.08,70,99,7.4,overcast clouds
515,Port Hardy,CA,50.6996,-127.4199,55.81,96,100,3.65,light rain
516,Kedougou,SN,12.5579,-12.1743,74.07,94,6,6.15,clear sky
517,Mamu Kanjan,PK,30.8333,72.8,94.21,45,78,8.63,broken clouds
518,Srednekolymsk,RU,67.45,153.6833,77.02,44,55,15.73,broken clouds
519,Markova,UA,48.6758,24.4138,59.58,67,82,2.26,broken clouds
520,Osoyoos,CA,49.0331,-119.4524,72.93,38,4,1.95,clear sky
521,Sharan,RU,54.8167,54.0,67.84,81,52,15.08,broken clouds
522,Hualmay,PE,-11.0964,-77.6139,59.79,86,34,11.45,scattered clouds
523,Aripuana,BR,-9.1667,-60.6333,76.42,56,42,0.47,scattered clouds
524,Nurota,UZ,40.5614,65.6886,93.63,11,0,16.87,clear sky
525,Tiznit,MA,29.5833,-9.5,76.78,47,35,0.94,scattered clouds
526,Daru,PG,-9.0763,143.2092,77.77,69,77,13.87,broken clouds
527,Bemidji,US,47.4736,-94.8803,68.9,99,0,0.0,clear sky
528,Glazunovka,RU,52.4986,36.3275,59.43,79,0,6.35,clear sky
529,Kasempa,ZM,-13.4584,25.8338,54.34,66,2,8.63,clear sky
530,Aklavik,CA,68.2191,-135.0107,58.98,45,82,10.07,broken clouds
531,Rabo De Peixe,PT,37.8,-25.5833,69.28,84,40,10.36,scattered clouds
532,Awjilah,LY,29.1081,21.2869,75.29,49,0,8.03,clear sky
533,Byron Bay,AU,-28.65,153.6167,69.94,64,3,7.58,clear sky
534,Loughrea,IE,53.1969,-8.5669,52.81,94,100,1.45,overcast clouds
535,De Aar,ZA,-30.6497,24.0123,47.23,39,98,4.0,overcast clouds
536,Sakakah,SA,29.9697,40.2064,87.75,24,0,7.52,clear sky
537,Svetlaya,RU,46.5389,138.3297,59.63,89,100,8.48,overcast clouds
538,Manado,ID,1.487,124.8455,90.37,58,40,5.75,scattered clouds
539,Ravenna,IT,44.4167,11.9833,78.89,80,0,1.59,clear sky
540,Naliya,IN,23.2667,68.8333,86.94,71,99,23.26,overcast clouds
541,Bathsheba,BB,13.2167,-59.5167,81.21,91,40,14.97,scattered clouds
542,Rapar,IN,23.5667,70.6333,85.6,73,92,18.88,overcast clouds
543,Harboore,DK,56.6175,8.1807,55.18,77,7,29.01,clear sky
544,Sao Borja,BR,-28.6606,-56.0044,65.95,98,92,3.18,light rain
545,Ilovlya,RU,49.3033,43.9796,78.91,39,18,7.81,few clouds
546,Chumikan,RU,54.7183,135.315,57.79,87,97,8.66,overcast clouds
547,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,96,100,11.5,overcast clouds
548,Hattiesburg,US,31.3271,-89.2903,76.44,97,0,5.75,clear sky
549,Mwene-Ditu,CD,-7.0,23.45,67.93,50,35,3.98,scattered clouds
550,Shar,KZ,49.5886,81.0453,82.38,32,57,2.44,broken clouds
551,Rabak,SD,13.1809,32.74,77.16,76,100,11.34,overcast clouds
552,Emirdag,TR,39.0197,31.15,64.72,51,0,3.62,clear sky
553,Dahuk,IQ,36.8695,42.994,93.9,15,0,0.65,clear sky
554,Manaure,CO,11.7751,-72.4445,80.38,77,8,12.73,clear sky
555,Batemans Bay,AU,-35.7167,150.1833,56.66,48,100,8.21,overcast clouds
556,Sherlovaya Gora,RU,50.5667,116.25,69.55,70,100,5.7,moderate rain
557,Kahului,US,20.8947,-156.47,78.82,75,40,18.41,scattered clouds
558,Strezhevoy,RU,60.7333,77.5889,62.31,64,96,1.14,overcast clouds
559,Chongwe,ZM,-15.3292,28.682,54.82,76,4,10.2,clear sky
560,Katsuura,JP,35.1333,140.3,73.69,96,100,13.96,moderate rain
561,Swan Hill,AU,-35.3378,143.5544,61.47,25,61,17.87,broken clouds
562,Soyo,AO,-6.1349,12.3689,68.72,94,29,6.22,scattered clouds
563,Shubarkuduk,KZ,49.1447,56.4872,78.71,40,0,7.47,clear sky
564,San Jeronimo,PE,-11.9472,-75.2829,46.06,82,13,1.79,few clouds
565,Kudahuvadhoo,MV,2.6708,72.8944,82.81,74,14,9.48,few clouds
566,Kushima,JP,31.4583,131.2333,83.59,78,85,12.59,overcast clouds
567,Turukhansk,RU,65.8167,87.9833,66.72,47,70,11.27,broken clouds
568,Tingi,TZ,-11.3,35.0333,59.29,70,98,3.2,overcast clouds
569,Garowe,SO,8.4054,48.4845,77.81,52,80,30.38,broken clouds
570,Amga,RU,60.8953,131.9608,87.53,44,48,1.12,scattered clouds
571,Uyuni,BO,-20.4597,-66.825,29.44,25,2,15.32,clear sky
572,Naze,JP,28.3667,129.4833,81.39,84,100,15.43,overcast clouds
573,Zhangye,CN,38.9342,100.4517,64.38,58,100,12.57,overcast clouds
574,Pacific Grove,US,36.6177,-121.9166,61.25,91,100,14.0,overcast clouds
575,Poli,TZ,-3.3333,36.8,56.17,81,92,4.27,overcast clouds
576,Balabac,PH,7.9868,117.0645,85.93,64,63,5.68,broken clouds
577,Manacapuru,BR,-3.2997,-60.6206,76.01,88,49,3.89,scattered clouds
578,Gairo,IT,39.8497,9.5047,70.83,52,0,2.1,clear sky
579,Dasoguz,TM,41.8363,59.9666,100.15,11,0,8.61,clear sky
580,Chimbote,PE,-9.0853,-78.5783,61.2,84,59,10.69,broken clouds
581,Estelle,US,29.8458,-90.1067,82.4,82,0,3.44,clear sky
582,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.39,97,99,1.95,light rain
583,Debre Tabor,ET,11.85,38.0167,52.63,87,100,2.55,overcast clouds
584,Tyulgan,RU,52.3405,56.166,70.3,64,0,13.18,clear sky
585,Bileca,BA,42.8719,18.4297,66.09,45,0,4.56,clear sky
586,Mareeba,AU,-17.0,145.4333,74.44,61,1,9.57,clear sky
587,Nurobod,UZ,40.9056,69.8023,93.24,15,0,6.17,clear sky
588,Carroll,US,39.5501,-77.0164,72.54,85,56,1.01,broken clouds
589,Mangai,CD,-4.05,19.5333,74.05,63,59,0.58,broken clouds
590,Hasaki,JP,35.7333,140.8333,79.2,92,100,17.27,light rain
591,Orlik,RU,52.5178,99.825,60.46,47,48,2.24,light rain
592,Sisimiut,GL,66.9395,-53.6735,39.67,88,100,13.56,overcast clouds
593,Balkanabat,TM,39.5108,54.3671,90.82,38,0,7.52,clear sky
594,Ostrovnoy,RU,68.0531,39.5131,50.77,99,100,8.03,light rain
595,Souillac,MU,-20.5167,57.5167,71.56,70,83,15.32,broken clouds
596,Taoudenni,ML,22.6783,-3.9836,94.37,10,0,18.63,clear sky
597,Concepcion Del Oro,MX,24.6333,-101.4167,66.07,57,98,10.69,overcast clouds
598,Arequipa,PE,-16.3989,-71.535,52.86,32,0,5.44,clear sky
599,Mbekenyera,TZ,-10.0,38.9833,68.77,65,24,5.37,few clouds
600,Malakal,SS,9.5334,31.6605,72.36,82,99,1.01,overcast clouds
601,Pangnirtung,CA,66.1451,-65.7125,55.67,55,5,2.37,clear sky
602,Kuliyapitiya,LK,7.4688,80.0401,85.71,60,93,9.71,overcast clouds
603,Kloulklubed,PW,7.0419,134.2556,79.3,83,100,6.31,light rain
604,Kavieng,PG,-2.5744,150.7967,83.64,70,67,8.16,broken clouds
605,Yangambi,CD,0.8102,24.4336,71.8,92,99,2.59,overcast clouds
606,Freeport,US,40.6576,-73.5832,75.16,75,20,3.44,few clouds
607,Cooma,AU,-36.2333,149.1333,48.38,43,100,10.76,overcast clouds
608,Maragogi,BR,-9.0122,-35.2225,73.06,87,16,8.81,few clouds
609,Rio Gallegos,AR,-51.6226,-69.2181,28.45,86,0,18.41,clear sky
610,Ormara,PK,25.2088,64.6357,87.17,67,95,9.19,overcast clouds
611,Ereymentau,KZ,51.6199,73.1033,83.62,38,5,8.41,clear sky
612,Hamilton,US,39.1834,-84.5333,73.99,88,40,6.91,light rain
613,Makokou,GA,0.5738,12.8642,66.04,95,55,2.77,broken clouds
614,Atar,MR,20.5169,-13.0499,84.92,40,1,5.55,clear sky
615,Fallon,US,39.4735,-118.7774,84.07,28,75,16.11,broken clouds
616,Karema,TZ,-6.8205,30.4389,72.34,54,45,8.32,scattered clouds
617,Stantsionno-Oyashinskiy,RU,55.4664,83.8245,67.48,60,90,0.56,overcast clouds
618,Mayumba,GA,-3.432,10.6554,69.58,93,87,1.21,overcast clouds
619,Viedma,AR,-40.8135,-62.9967,44.67,76,100,13.91,overcast clouds
620,Yar-Sale,RU,66.8333,70.8333,66.51,43,34,10.96,scattered clouds
621,Kendari,ID,-3.945,122.4989,84.27,64,93,6.11,overcast clouds
622,San Juan De Abajo,MX,20.8167,-105.1833,80.67,89,40,5.75,scattered clouds
623,Ongandjera,NA,-17.8833,15.0667,52.99,39,0,10.07,clear sky
624,Guanica,PR,17.9716,-66.908,81.05,87,10,10.74,clear sky
625,Vostok,RU,46.4856,135.8833,68.49,71,100,4.83,heavy intensity rain
626,Devils Lake,US,48.1128,-98.8651,75.94,89,0,5.75,clear sky
627,Bati,ET,11.1833,40.0167,74.43,43,100,3.4,overcast clouds
628,Yumen,CN,40.2833,97.2,78.69,28,100,1.23,overcast clouds
629,Shimoda,JP,34.6667,138.95,77.36,96,100,5.23,heavy intensity rain
630,Vestmannaeyjar,IS,63.4427,-20.2734,53.11,91,100,17.4,overcast clouds
631,Lykhivka,UA,48.6874,33.9228,64.02,72,94,10.63,overcast clouds
632,Zhoucheng,CN,35.9122,116.3117,72.37,95,100,12.75,overcast clouds
633,Santiago De Cao,PE,-7.9589,-79.2392,60.93,82,100,10.36,mist
634,Santiago De Chuco,PE,-8.15,-78.1833,48.06,61,44,1.3,scattered clouds
635,Ascension,US,30.2169,-90.9001,79.05,96,0,0.0,clear sky
636,Puerto Carreno,CO,6.189,-67.4859,75.7,93,100,1.14,light rain
637,Butere,KE,0.2064,34.4935,62.82,89,100,2.84,overcast clouds
638,Camacha,PT,33.0833,-16.3333,65.62,77,75,8.05,broken clouds
639,Port Macquarie,AU,-31.4333,152.9167,64.89,48,100,5.84,overcast clouds
640,Guane,CU,22.2025,-84.0875,75.09,80,53,4.83,broken clouds
641,Iglesias,IT,39.3114,8.535,69.78,49,0,2.19,clear sky
642,Amahai,ID,-3.3333,128.9167,79.25,87,100,10.04,overcast clouds
643,Burnie,AU,-41.0667,145.9167,48.94,89,100,18.21,overcast clouds
644,Salinopolis,BR,-0.6136,-47.3561,76.19,89,18,9.04,few clouds
645,Nivala,FI,63.9167,24.9667,56.68,72,70,3.38,broken clouds
646,Tommot,RU,58.9564,126.2925,85.37,52,51,3.04,broken clouds
647,Taltal,CL,-25.4,-70.4833,53.58,71,28,3.15,scattered clouds
648,San Miguel,SV,13.4833,-88.1833,82.06,83,0,2.3,clear sky
649,Moussoro,TD,13.6408,16.4901,78.21,76,100,7.99,moderate rain
650,Acapulco,MX,16.8634,-99.8901,82.22,74,75,6.91,broken clouds
651,Lompoc,US,34.6391,-120.4579,62.74,90,100,8.05,overcast clouds
652,Mitu,CO,1.1983,-70.1733,69.78,98,99,0.85,overcast clouds
653,Ginir,ET,7.1333,40.7,60.44,77,74,11.21,broken clouds
654,Minsk,BY,53.9,27.5667,53.35,86,23,7.85,few clouds
655,Hongjiang,CN,27.11,109.9956,92.55,57,100,9.69,overcast clouds
656,San Joaquin,US,37.9333,-121.3011,82.65,38,0,9.22,clear sky
657,Carndonagh,IE,55.25,-7.2667,50.63,94,95,3.69,overcast clouds
658,Sens,FR,48.1667,3.3333,53.37,52,0,4.03,clear sky
659,Buriti Alegre,BR,-18.14,-49.0403,62.8,55,100,4.68,overcast clouds
660,Maniitsoq,GL,65.4167,-52.9,39.99,85,100,12.95,overcast clouds
661,Teya,RU,60.3778,92.6267,68.13,41,25,0.94,scattered clouds
662,Huarmey,PE,-10.0681,-78.1522,61.05,85,23,11.34,few clouds
663,Lata,PT,40.1629,-8.3327,63.95,81,65,0.85,broken clouds
664,Bogatyye Saby,RU,56.0102,50.4483,68.14,78,2,8.16,clear sky
665,Mayo,US,38.8876,-76.5119,76.26,89,0,3.44,clear sky
666,Suda,RU,59.1525,37.5582,59.11,81,11,7.05,few clouds
667,Xinyu,CN,27.8043,114.9334,98.38,46,100,6.67,overcast clouds
668,Kindu,CD,-2.95,25.95,71.51,76,69,1.41,broken clouds
669,Basti,IN,26.8,82.7167,102.0,33,6,15.19,clear sky
670,Zhigalovo,RU,54.8097,105.1578,58.28,90,100,3.65,light rain
671,Bluefield,US,37.2698,-81.2223,66.15,84,0,1.01,clear sky
672,San Policarpo,PH,12.1791,125.5072,85.24,69,59,6.85,broken clouds
673,Kalabo,ZM,-14.97,22.6814,48.61,62,3,6.02,clear sky
674,Nicoya,CR,10.1483,-85.452,73.53,89,20,1.81,few clouds
675,Chippewa Falls,US,44.9369,-91.3929,70.57,92,0,3.44,clear sky
676,Chanthaburi,TH,12.8333,102.1667,79.05,81,70,6.35,broken clouds
677,Moron,AR,-34.6534,-58.6198,52.02,86,80,8.57,broken clouds
678,Male,MV,4.1748,73.5089,82.42,74,42,8.46,scattered clouds
679,Villarrobledo,ES,39.2699,-2.6012,76.78,34,0,10.76,light rain
680,Grindavik,IS,63.8424,-22.4338,52.27,100,100,24.16,overcast clouds
681,Victor Harbor,AU,-35.5667,138.6167,53.01,87,54,1.99,light rain
682,Abu Samrah,SY,35.3029,37.1841,77.25,56,0,19.89,clear sky
683,Saint-Leu,RE,-21.15,55.2833,72.46,69,14,2.98,few clouds
684,Luwuk,ID,-0.9516,122.7875,78.35,89,100,6.91,overcast clouds
685,Hobyo,SO,5.3505,48.5268,79.48,63,100,23.91,overcast clouds
686,Agadez,NE,19.75,10.25,78.3,68,3,6.4,clear sky
687,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,56.35,91,100,12.03,overcast clouds
688,Dodge City,US,37.7528,-100.0171,88.25,32,0,12.66,clear sky
689,Wajid,SO,3.8093,43.2471,73.26,68,52,19.77,broken clouds
690,Santiago,CL,-33.4569,-70.6483,42.55,87,40,6.91,scattered clouds
691,Namibe,AO,-15.1961,12.1522,66.43,82,0,6.06,clear sky
692,Benghazi,LY,32.1167,20.0667,77.02,65,0,9.86,clear sky
693,Khani,GE,41.9563,42.9566,62.17,69,4,3.47,clear sky
694,Mount Gambier,AU,-37.8333,140.7667,49.39,65,98,13.56,light rain
695,Tornio,FI,65.8481,24.1466,62.62,76,100,3.8,overcast clouds
696,Baykit,RU,61.67,96.37,65.61,54,79,1.7,broken clouds
697,Gao,ML,16.6362,1.637,87.48,47,89,15.28,overcast clouds
698,Caxito,AO,-8.5785,13.6643,64.53,98,20,2.33,few clouds
699,Carauari,BR,-4.8828,-66.8958,75.87,88,99,2.42,overcast clouds
700,Mukilteo,US,47.9445,-122.3046,69.93,66,75,0.0,broken clouds
701,Kemijarvi,FI,66.7131,27.4306,54.16,94,100,2.13,overcast clouds
702,Tignere,CM,7.3667,12.65,63.88,98,100,2.1,light rain
703,Glencoe,ZA,-28.1783,30.147,40.08,83,0,2.82,clear sky
704,Bolitoc,PH,15.7395,119.8769,84.38,79,95,7.29,overcast clouds
705,Yurla,RU,59.3259,54.3223,68.47,70,100,4.85,overcast clouds
